generation,pathfinder_fitness,num_food
2826,38.908489,0
2827,37.971892,0
2828,82.663067,0
2829,22.457786,0
2830,972.838041,1
2831,84.680079,0
2832,1055.099223,1
2833,136.363774,0
2834,468.218872,0
2835,91.169617,0
2836,1205.452958,1
2837,920.532649,1
2838,41.544365,0
2839,538.129950,0
2840,796.578373,1
2841,1134.838335,1
2842,965.242420,1
2843,557.094569,0
2844,855.709851,1
2845,1300.967655,2
2846,1027.406496,1
2847,1131.354970,1
2848,755.593708,1
2849,56.320369,0
2850,962.493490,1
2851,28.853841,0
2852,85.193997,0
2853,370.633518,0
2854,452.004421,0
2855,33.534831,0
2856,33.239162,0
2857,322.629769,1
2858,536.291864,0
2859,1018.212278,1
2860,225.326051,0
2861,1083.057731,1
2862,1113.165724,1
2863,40.089341,0
2864,1058.066240,1
2865,57.909165,0
2866,966.826254,1
2867,1021.199552,1
2868,985.570710,1
2869,902.592956,1
2870,826.715707,1
2871,926.688663,1
2872,1118.206062,1
2873,951.215760,1
2874,1114.400128,1
2875,1045.344424,1
2876,625.396348,0
2877,964.676606,1
2878,930.820774,1
2879,977.715966,1
2880,1613.217858,2
2881,947.776280,1
2882,38.092161,0
2883,335.678503,0
2884,908.820769,1
2885,1045.118171,1
2886,297.395862,0
2887,35.508347,0
2888,12.962628,0
2889,826.121147,1
2890,776.327918,1
2891,1085.992035,1
2892,1038.740799,1
2893,832.223846,1
2894,533.868189,0
2895,981.663565,1
2896,801.105957,1
2897,920.188494,1
2898,1176.183515,1
2899,198.500991,0
2900,309.471381,0
2901,131.001588,0
2902,48.561217,0
2903,97.652909,0
2904,873.555289,1
2905,1096.128736,1
2906,1120.146095,1
2907,497.239983,0
2908,36.585855,0
2909,741.435366,1
2910,897.958271,1
2911,602.505934,1
2912,979.705359,1
2913,1296.550573,1
2914,1275.381488,1
2915,863.107446,1
2916,1005.060055,1
2917,98.218804,0
2918,1002.256307,1
2919,923.818487,1
2920,649.175099,1
2921,1549.398125,2
2922,1412.512331,2
2923,66.160296,0
2924,726.300447,1
2925,885.006528,1
2926,1156.134636,1
2927,823.293250,1
2928,1162.900168,1
2929,922.301598,1
2930,701.271079,1
2931,924.679903,1
2932,1050.105025,1
2933,972.869294,1
2934,1048.889145,1
2935,918.380325,1
2936,43.343972,0
2937,537.124797,0
2938,1049.318492,1
2939,12.961321,0
2940,1158.958604,1
2941,25.000104,0
2942,1008.289964,1
2943,1047.678570,1
2944,138.814237,0
2945,1225.777045,1
2946,947.313491,1
2947,917.647201,1
2948,916.919387,1
2949,1025.483447,1
2950,1028.808675,1
2951,845.866489,1
2952,79.182239,0
2953,1062.561028,1
2954,695.255794,1
2955,262.480660,0
2956,121.691794,0
2957,1073.867020,1
2958,345.742120,0
2959,1065.494686,1
2960,90.694407,0
2961,988.389582,1
2962,77.148819,0
2963,1022.192338,1
2964,1080.192501,1
2965,1149.670589,1
2966,890.800835,1
2967,44.197020,0
2968,255.344473,0
2969,1167.240572,1
2970,67.009277,0
2971,730.299443,1
2972,1035.835741,1
2973,1332.636650,1
2974,917.099939,1
2975,42.680071,0
2976,497.448258,0
2977,84.297621,0
2978,1089.946242,1
2979,978.006630,1
2980,102.088517,0
2981,947.566072,1
2982,859.708730,1
2983,134.487267,0
2984,1116.633641,1
2985,18.873729,0
2986,47.547481,0
2987,922.297429,1
2988,27.546460,0
2989,1069.184574,1
2990,1033.234263,1
2991,1031.433531,1
2992,1313.034074,1
2993,1017.783115,1
2994,997.963302,1
2995,891.423856,1
2996,337.080448,0
2997,18.978073,0
2998,104.863566,0
2999,66.302857,0
3000,900.292211,1
